,Sport,Discipline,Event
2467,Rowing,Rowing,eight with coxswain (8+)
2468,Rowing,Rowing,eight with coxswain (8+)
2469,Rowing,Rowing,quadruple sculls without coxswain (4x)
2470,Rowing,Rowing,four without coxswain (4-)
2471,Rowing,Rowing,eight with coxswain (8+)
2472,Rowing,Rowing,pair-oared shell with coxswain (2+)
2473,Rowing,Rowing,double sculls (2x)
2474,Sailing,Sailing,Tornado - Multihull
2475,Sailing,Sailing,two-person keelboat open (Star)
2476,Sailing,Sailing,fleet/match race keelboat open (Soling)
2477,Sailing,Sailing,single-handed dinghy (Finn)
2478,Sailing,Sailing,Tornado - Multihull
2479,Sailing,Sailing,470 - Two Person Dinghy
2480,Sailing,Sailing,470 - Two Person Dinghy
2481,Sailing,Sailing,Tornado - Multihull
2482,Sailing,Sailing,fleet/match race keelboat open (Soling)
2483,Sailing,Sailing,two-person keelboat open (Star)
2484,Sailing,Sailing,single-handed dinghy (Finn)
2485,Sailing,Sailing,Tornado - Multihull
2486,Sailing,Sailing,fleet/match race keelboat open (Soling)
2487,Sailing,Sailing,flying dutchman
2488,Sailing,Sailing,two-person keelboat open (Star)
2489,Sailing,Sailing,single-handed dinghy (Finn)
2490,Sailing,Sailing,flying dutchman
2491,Sailing,Sailing,flying dutchman
2492,Sailing,Sailing,470 - Two Person Dinghy
2493,Sailing,Sailing,fleet/match race keelboat open (Soling)
2494,Sailing,Sailing,fleet/match race keelboat open (Soling)
2495,Sailing,Sailing,fleet/match race keelboat open (Soling)
2496,Sailing,Sailing,two-person keelboat open (Star)
2497,Sailing,Sailing,fleet/match race keelboat open (Soling)
2498,Sailing,Sailing,flying dutchman
2499,Sailing,Sailing,470 - Two Person Dinghy
2500,Sailing,Sailing,470 - Two Person Dinghy
2501,Sailing,Sailing,flying dutchman
2502,Sailing,Sailing,Tornado - Multihull
2503,Sailing,Sailing,flying dutchman
2504,Sailing,Sailing,two-person keelboat open (Star)
2505,Sailing,Sailing,fleet/match race keelboat open (Soling)
2506,Sailing,Sailing,470 - Two Person Dinghy
2507,Sailing,Sailing,fleet/match race keelboat open (Soling)
2508,Sailing,Sailing,Tornado - Multihull
2509,Sailing,Sailing,two-person keelboat open (Star)
2510,Shooting,Shooting,25m rapid fire pistol (60 shots)
2511,Shooting,Shooting,50m pistol (60 shots)
2512,Shooting,Shooting,50m pistol (60 shots)
2513,Shooting,Shooting,50m pistol (60 shots)
2514,Shooting,Shooting,trap (125 targets)
2515,Shooting,Shooting,skeet (125 targets)
2516,Shooting,Shooting,50m rifle prone (60 shots)
2517,Shooting,Shooting,50m rifle 3 positions (3x40 shots)
2518,Shooting,Shooting,trap (125 targets)
2519,Shooting,Shooting,50m rifle 3 positions (3x40 shots)
2520,Shooting,Shooting,skeet (125 targets)
2521,Shooting,Shooting,50m rifle prone (60 shots)
2522,Shooting,Shooting,50m rifle 3 positions (3x40 shots)
2523,Shooting,Shooting,50m running target (30+30 shots)
2524,Shooting,Shooting,skeet (125 targets)
2525,Shooting,Shooting,25m rapid fire pistol (60 shots)
2526,Shooting,Shooting,50m rifle prone (60 shots)
2527,Shooting,Shooting,50m running target (30+30 shots)
2528,Shooting,Shooting,trap (125 targets)
2529,Shooting,Shooting,25m rapid fire pistol (60 shots)
2530,Shooting,Shooting,50m running target (30+30 shots)
2531,Volleyball,Volleyball,volleyball
2532,Volleyball,Volleyball,volleyball
2533,Volleyball,Volleyball,volleyball
2534,Volleyball,Volleyball,volleyball
2535,Volleyball,Volleyball,volleyball
2536,Volleyball,Volleyball,volleyball
2537,Volleyball,Volleyball,volleyball
2538,Volleyball,Volleyball,volleyball
2539,Volleyball,Volleyball,volleyball
2540,Volleyball,Volleyball,volleyball
2541,Volleyball,Volleyball,volleyball
2542,Volleyball,Volleyball,volleyball
2543,Volleyball,Volleyball,volleyball
2544,Volleyball,Volleyball,volleyball
2545,Volleyball,Volleyball,volleyball
2546,Volleyball,Volleyball,volleyball
2547,Volleyball,Volleyball,volleyball
2548,Volleyball,Volleyball,volleyball
2549,Volleyball,Volleyball,volleyball
2550,Volleyball,Volleyball,volleyball
2551,Volleyball,Volleyball,volleyball
2552,Volleyball,Volleyball,volleyball
2553,Volleyball,Volleyball,volleyball
2554,Volleyball,Volleyball,volleyball
2555,Volleyball,Volleyball,volleyball
2556,Volleyball,Volleyball,volleyball
2557,Volleyball,Volleyball,volleyball
2558,Volleyball,Volleyball,volleyball
2559,Volleyball,Volleyball,volleyball
2560,Volleyball,Volleyball,volleyball
2561,Volleyball,Volleyball,volleyball
2562,Volleyball,Volleyball,volleyball
2563,Volleyball,Volleyball,volleyball
2564,Volleyball,Volleyball,volleyball
2565,Volleyball,Volleyball,volleyball
2566,Volleyball,Volleyball,volleyball
2567,Volleyball,Volleyball,volleyball
2568,Volleyball,Volleyball,volleyball
2569,Volleyball,Volleyball,volleyball
2570,Volleyball,Volleyball,volleyball
2571,Volleyball,Volleyball,volleyball
2572,Volleyball,Volleyball,volleyball
2573,Volleyball,Volleyball,volleyball
2574,Volleyball,Volleyball,volleyball
2575,Volleyball,Volleyball,volleyball
2576,Volleyball,Volleyball,volleyball
2577,Volleyball,Volleyball,volleyball
2578,Volleyball,Volleyball,volleyball
2579,Volleyball,Volleyball,volleyball
2580,Volleyball,Volleyball,volleyball
2581,Volleyball,Volleyball,volleyball
2582,Volleyball,Volleyball,volleyball
2583,Volleyball,Volleyball,volleyball
2584,Volleyball,Volleyball,volleyball
2585,Volleyball,Volleyball,volleyball
2586,Volleyball,Volleyball,volleyball
2587,Volleyball,Volleyball,volleyball
2588,Volleyball,Volleyball,volleyball
2589,Volleyball,Volleyball,volleyball
2590,Volleyball,Volleyball,volleyball
2591,Volleyball,Volleyball,volleyball
2592,Volleyball,Volleyball,volleyball
2593,Volleyball,Volleyball,volleyball
2594,Volleyball,Volleyball,volleyball
2595,Volleyball,Volleyball,volleyball
2596,Volleyball,Volleyball,volleyball
2597,Volleyball,Volleyball,volleyball
2598,Volleyball,Volleyball,volleyball
2599,Volleyball,Volleyball,volleyball
2600,Volleyball,Volleyball,volleyball
2601,Volleyball,Volleyball,volleyball
2602,Volleyball,Volleyball,volleyball
2603,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)"
2604,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)"
2605,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)"
2606,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)"
2607,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)"
2608,Weightlifting,Weightlifting,"82.5 - 90kg, total (middle-heavyweight)"
2609,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)"
2610,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)"
2611,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)"
2612,Weightlifting,Weightlifting,"- 52kg, total (flyweight)"
2613,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)"
2614,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)"
2615,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)"
2616,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)"
2617,Weightlifting,Weightlifting,"- 52kg, total (flyweight)"
2618,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)"
2619,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)"
2620,Weightlifting,Weightlifting,"90 - 100kg, total (first-heavyweight)"
2621,Weightlifting,Weightlifting,"+ 110kg, total (super heavyweight)"
2622,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)"
2623,Weightlifting,Weightlifting,"56 - 60kg, total (featherweight)"
2624,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)"
2625,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)"
2626,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)"
2627,Weightlifting,Weightlifting,"75 - 82.5kg, total (light-heavyweight)"
2628,Weightlifting,Weightlifting,"100 - 110kg, total (heavyweight)"
2629,Weightlifting,Weightlifting,"67.5 - 75kg, total (middleweight)"
2630,Weightlifting,Weightlifting,"- 52kg, total (flyweight)"
2631,Weightlifting,Weightlifting,"- 56kg, total (bantamweight)"
2632,Weightlifting,Weightlifting,"60 - 67.5kg, total (lightweight)"
2633,Wrestling,Wrestling Free.,- 48kg (light-flyweight)
2634,Wrestling,Wrestling Free.,48 - 52kg (flyweight)
2635,Wrestling,Wrestling Free.,- 48kg (light-flyweight)
2636,Wrestling,Wrestling Free.,48 - 52kg (flyweight)
2637,Wrestling,Wrestling Free.,+ 100kg (super heavyweight)
2638,Wrestling,Wrestling Free.,62 - 68kg (lightweight)
2639,Wrestling,Wrestling Free.,90 - 100kg (heavyweight)
2640,Wrestling,Wrestling Free.,- 48kg (light-flyweight)
2641,Wrestling,Wrestling Free.,57 - 62kg (featherweight)
2642,Wrestling,Wrestling Free.,52 - 57kg (bantamweight)
2643,Wrestling,Wrestling Free.,90 - 100kg (heavyweight)
2644,Wrestling,Wrestling Free.,52 - 57kg (bantamweight)
2645,Wrestling,Wrestling Free.,+ 100kg (super heavyweight)
2646,Wrestling,Wrestling Free.,62 - 68kg (lightweight)
2647,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight)
2648,Wrestling,Wrestling Free.,57 - 62kg (featherweight)
2649,Wrestling,Wrestling Free.,74 - 82kg (middleweight)
2650,Wrestling,Wrestling Free.,90 - 100kg (heavyweight)
2651,Wrestling,Wrestling Free.,68 - 74kg (welterweight)
2652,Wrestling,Wrestling Free.,74 - 82kg (middleweight)
2653,Wrestling,Wrestling Free.,+ 100kg (super heavyweight)
2654,Wrestling,Wrestling Free.,52 - 57kg (bantamweight)
2655,Wrestling,Wrestling Free.,74 - 82kg (middleweight)
2656,Wrestling,Wrestling Free.,48 - 52kg (flyweight)
2657,Wrestling,Wrestling Free.,62 - 68kg (lightweight)
2658,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight)
2659,Wrestling,Wrestling Free.,57 - 62kg (featherweight)
2660,Wrestling,Wrestling Free.,82 - 90kg (light-heavyweight)
2661,Wrestling,Wrestling Free.,68 - 74kg (welterweight)
2662,Wrestling,Wrestling Free.,68 - 74kg (welterweight)
2663,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight)
2664,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight)
2665,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight)
2666,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight)
2667,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight)
2668,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight)
2669,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight)
2670,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight)
2671,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight)
2672,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight)
2673,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight)
2674,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight)
2675,Wrestling,Wrestling Gre-R,68 - 74kg (welterweight)
2676,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight)
2677,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight)
2678,Wrestling,Wrestling Gre-R,74 - 82kg (middleweight)
2679,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight)
2680,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight)
2681,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight)
2682,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight)
2683,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight)
2684,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight)
2685,Wrestling,Wrestling Gre-R,57 - 62kg (featherweight)
2686,Wrestling,Wrestling Gre-R,90 - 100kg (heavyweight)
2687,Wrestling,Wrestling Gre-R,48 - 52kg (flyweight)
2688,Wrestling,Wrestling Gre-R,+ 100kg (super heavyweight)
2689,Wrestling,Wrestling Gre-R,62 - 68kg (lightweight)
2690,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight)
2691,Wrestling,Wrestling Gre-R,- 48kg (light-flyweight)
2692,Wrestling,Wrestling Gre-R,52 - 57kg (bantamweight)
2693,Aquatics,Diving,3m springboard
2694,Aquatics,Diving,10m platform
2695,Aquatics,Diving,3m springboard
2696,Aquatics,Diving,3m springboard
2697,Aquatics,Diving,3m springboard
2698,Aquatics,Diving,3m springboard
2699,Aquatics,Diving,10m platform
2700,Aquatics,Diving,10m platform
2701,Aquatics,Diving,10m platform
2702,Aquatics,Diving,10m platform
2703,Aquatics,Diving,3m springboard
2704,Aquatics,Diving,10m platform
2705,Aquatics,Swimming,4x100m freestyle relay
2706,Aquatics,Swimming,4x200m freestyle relay
2707,Aquatics,Swimming,200m butterfly
2708,Aquatics,Swimming,4x200m freestyle relay
2709,Aquatics,Swimming,200m backstroke
2710,Aquatics,Swimming,800m freestyle
2711,Aquatics,Swimming,4x100m medley relay
2712,Aquatics,Swimming,4x100m freestyle relay
2713,Aquatics,Swimming,200m backstroke
2714,Aquatics,Swimming,4x100m medley relay
2715,Aquatics,Swimming,4x100m medley relay
2716,Aquatics,Swimming,4x100m medley relay
2717,Aquatics,Swimming,4x100m medley relay
2718,Aquatics,Swimming,4x100m medley relay
2719,Aquatics,Swimming,100m breaststroke
2720,Aquatics,Swimming,4x100m medley relay
2721,Aquatics,Swimming,200m breaststroke
2722,Aquatics,Swimming,400m freestyle
2723,Aquatics,Swimming,4x100m medley relay
2724,Aquatics,Swimming,100m backstroke
2725,Aquatics,Swimming,400m freestyle
2726,Aquatics,Swimming,4x200m freestyle relay
2727,Aquatics,Swimming,4x100m medley relay
2728,Aquatics,Swimming,4x100m medley relay
2729,Aquatics,Swimming,100m freestyle
2730,Aquatics,Swimming,400m freestyle
2731,Aquatics,Swimming,4x200m freestyle relay
2732,Aquatics,Swimming,100m backstroke
2733,Aquatics,Swimming,4x100m freestyle relay
2734,Aquatics,Swimming,100m backstroke
2735,Aquatics,Swimming,200m freestyle
2736,Aquatics,Swimming,4x100m medley relay
2737,Aquatics,Swimming,4x100m freestyle relay
2738,Aquatics,Swimming,100m freestyle
2739,Aquatics,Swimming,100m backstroke
2740,Aquatics,Swimming,4x200m freestyle relay
2741,Aquatics,Swimming,200m individual medley
2742,Aquatics,Swimming,4x100m freestyle relay
2743,Aquatics,Swimming,100m butterfly
2744,Aquatics,Swimming,400m freestyle
2745,Aquatics,Swimming,1500m freestyle
2746,Aquatics,Swimming,4x100m freestyle relay
2747,Aquatics,Swimming,4x200m freestyle relay
2748,Aquatics,Swimming,4x100m freestyle relay
2749,Aquatics,Swimming,200m breaststroke
2750,Aquatics,Swimming,200m breaststroke
2751,Aquatics,Swimming,4x100m freestyle relay
2752,Aquatics,Swimming,100m butterfly
2753,Aquatics,Swimming,4x100m freestyle relay
2754,Aquatics,Swimming,100m breaststroke
2755,Aquatics,Swimming,4x200m freestyle relay
2756,Aquatics,Swimming,4x100m medley relay
2757,Aquatics,Swimming,100m freestyle
2758,Aquatics,Swimming,200m butterfly
2759,Aquatics,Swimming,4x100m medley relay
2760,Aquatics,Swimming,100m butterfly
2761,Aquatics,Swimming,4x100m freestyle relay
2762,Aquatics,Swimming,4x100m freestyle relay
2763,Aquatics,Swimming,200m backstroke
2764,Aquatics,Swimming,400m individual medley
2765,Aquatics,Swimming,200m freestyle
2766,Aquatics,Swimming,4x100m medley relay
2767,Aquatics,Swimming,100m butterfly
2768,Aquatics,Swimming,100m breaststroke
2769,Aquatics,Swimming,4x100m medley relay
2770,Aquatics,Swimming,4x100m freestyle relay
2771,Aquatics,Swimming,4x100m medley relay
2772,Aquatics,Swimming,4x100m medley relay
2773,Aquatics,Swimming,200m backstroke
2774,Aquatics,Swimming,400m individual medley
2775,Aquatics,Swimming,1500m freestyle
2776,Aquatics,Swimming,200m butterfly
2777,Aquatics,Swimming,100m breaststroke
2778,Aquatics,Swimming,4x200m freestyle relay
2779,Aquatics,Swimming,400m individual medley
2780,Aquatics,Swimming,4x100m freestyle relay
2781,Aquatics,Swimming,4x100m medley relay
2782,Aquatics,Swimming,200m breaststroke
2783,Aquatics,Swimming,800m freestyle
2784,Aquatics,Swimming,4x100m freestyle relay
2785,Aquatics,Swimming,4x100m medley relay
2786,Aquatics,Swimming,4x100m freestyle relay
2787,Aquatics,Swimming,200m individual medley
2788,Aquatics,Swimming,4x100m medley relay
2789,Aquatics,Swimming,4x100m freestyle relay
2790,Aquatics,Swimming,4x100m freestyle relay
2791,Aquatics,Swimming,800m freestyle
2792,Aquatics,Swimming,4x100m medley relay
2793,Aquatics,Swimming,100m backstroke
2794,Aquatics,Swimming,200m individual medley
2795,Aquatics,Swimming,200m breaststroke
2796,Aquatics,Swimming,4x100m freestyle relay
2797,Aquatics,Swimming,200m breaststroke
2798,Aquatics,Swimming,200m butterfly
2799,Aquatics,Swimming,4x100m freestyle relay
2800,Aquatics,Swimming,4x100m medley relay
2801,Aquatics,Swimming,200m butterfly
2802,Aquatics,Swimming,400m individual medley
2803,Aquatics,Swimming,200m backstroke
2804,Aquatics,Swimming,4x100m medley relay
2805,Aquatics,Swimming,4x100m medley relay
2806,Aquatics,Swimming,100m breaststroke
2807,Aquatics,Swimming,200m individual medley
2808,Aquatics,Swimming,200m backstroke
2809,Aquatics,Swimming,200m individual medley
2810,Aquatics,Swimming,4x200m freestyle relay
2811,Aquatics,Swimming,200m freestyle
2812,Aquatics,Swimming,4x200m freestyle relay
2813,Aquatics,Swimming,100m freestyle
2814,Aquatics,Swimming,100m freestyle
2815,Aquatics,Swimming,100m breaststroke
2816,Aquatics,Swimming,200m freestyle
2817,Aquatics,Swimming,4x100m freestyle relay
2818,Aquatics,Swimming,100m freestyle
2819,Aquatics,Swimming,4x200m freestyle relay
2820,Aquatics,Swimming,200m freestyle
2821,Aquatics,Swimming,400m individual medley
2822,Aquatics,Swimming,4x200m freestyle relay
2823,Aquatics,Swimming,4x100m freestyle relay
2824,Aquatics,Swimming,4x100m freestyle relay
2825,Aquatics,Swimming,1500m freestyle
2826,Aquatics,Swimming,4x100m freestyle relay
2827,Aquatics,Swimming,400m freestyle
2828,Aquatics,Swimming,100m backstroke
2829,Aquatics,Swimming,200m freestyle
2830,Aquatics,Swimming,4x100m freestyle relay
2831,Aquatics,Swimming,400m freestyle
2832,Aquatics,Swimming,200m individual medley
2833,Aquatics,Swimming,100m butterfly
2834,Aquatics,Swimming,400m individual medley
2835,Aquatics,Swimming,200m butterfly
2836,Aquatics,Swimming,100m butterfly
2837,Aquatics,Synchronized S.,solo
2838,Aquatics,Synchronized S.,solo
2839,Aquatics,Synchronized S.,duet
2840,Aquatics,Synchronized S.,duet
2841,Aquatics,Synchronized S.,duet
2842,Aquatics,Synchronized S.,solo
2843,Aquatics,Synchronized S.,duet
2844,Aquatics,Synchronized S.,duet
2845,Aquatics,Synchronized S.,duet
2846,Aquatics,Water polo,water polo
2847,Aquatics,Water polo,water polo
2848,Aquatics,Water polo,water polo
2849,Aquatics,Water polo,water polo
2850,Aquatics,Water polo,water polo
2851,Aquatics,Water polo,water polo
2852,Aquatics,Water polo,water polo
2853,Aquatics,Water polo,water polo
2854,Aquatics,Water polo,water polo
2855,Aquatics,Water polo,water polo
2856,Aquatics,Water polo,water polo
2857,Aquatics,Water polo,water polo
2858,Aquatics,Water polo,water polo
2859,Aquatics,Water polo,water polo
2860,Aquatics,Water polo,water polo
2861,Aquatics,Water polo,water polo
2862,Aquatics,Water polo,water polo
2863,Aquatics,Water polo,water polo
2864,Aquatics,Water polo,water polo
2865,Aquatics,Water polo,water polo
2866,Aquatics,Water polo,water polo
2867,Aquatics,Water polo,water polo
2868,Aquatics,Water polo,water polo
2869,Aquatics,Water polo,water polo
2870,Aquatics,Water polo,water polo
2871,Aquatics,Water polo,water polo
2872,Aquatics,Water polo,water polo
2873,Aquatics,Water polo,water polo
